X1,X2,X3,X4,X5
1.13560,1.09890,0.83690,0.68498,0.63172
1.14160,1.05860,0.80451,0.66396,0.66224
1.14700,1.01180,0.77644,0.64441,0.70783
1.14910,0.96331,0.75153,0.62809,0.76340
1.14400,0.91675,0.72858,0.61788,0.82272
1.12790,0.87430,0.70656,0.61771,0.88073
1.09890,0.83690,0.68498,0.63172,0.93442
1.05860,0.80451,0.66396,0.66224,0.98238
1.01180,0.77644,0.64441,0.70783,1.02420
0.96331,0.75153,0.62809,0.76340,1.05970
0.91675,0.72858,0.61788,0.82272,1.08930
0.87430,0.70656,0.61771,0.88073,1.11310
0.83690,0.68498,0.63172,0.93442,1.13150
0.80451,0.66396,0.66224,0.98238,1.14500
0.77644,0.64441,0.70783,1.02420,1.15440
0.75153,0.62809,0.76340,1.05970,1.16120
0.72858,0.61788,0.82272,1.08930,1.16730
0.70656,0.61771,0.88073,1.11310,1.17530
0.68498,0.63172,0.93442,1.13150,1.18750
0.66396,0.66224,0.98238,1.14500,1.20510
0.64441,0.70783,1.02420,1.15440,1.22650
0.62809,0.76340,1.05970,1.16120,1.24690
0.61788,0.82272,1.08930,1.16730,1.25910
0.61771,0.88073,1.11310,1.17530,1.25730
0.63172,0.93442,1.13150,1.18750,1.23940
0.66224,0.98238,1.14500,1.20510,1.20730
0.70783,1.02420,1.15440,1.22650,1.16480
0.76340,1.05970,1.16120,1.24690,1.11580
0.82272,1.08930,1.16730,1.25910,1.06370
0.88073,1.11310,1.17530,1.25730,1.01100
0.93442,1.13150,1.18750,1.23940,0.95947
0.98238,1.14500,1.20510,1.20730,0.91039
1.02420,1.15440,1.22650,1.16480,0.86424
1.05970,1.16120,1.24690,1.11580,0.82098
1.08930,1.16730,1.25910,1.06370,0.77996
1.11310,1.17530,1.25730,1.01100,0.74012
1.13150,1.18750,1.23940,0.95947,0.70044
1.14500,1.20510,1.20730,0.91039,0.66060
1.15440,1.22650,1.16480,0.86424,0.62127
1.16120,1.24690,1.11580,0.82098,0.58390
1.16730,1.25910,1.06370,0.77996,0.55035
1.17530,1.25730,1.01100,0.74012,0.52267
1.18750,1.23940,0.95947,0.70044,0.50324
1.20510,1.20730,0.91039,0.66060,0.49495
1.22650,1.16480,0.86424,0.62127,0.50105
1.24690,1.11580,0.82098,0.58390,0.52430
1.25910,1.06370,0.77996,0.55035,0.56538
1.25730,1.01100,0.74012,0.52267,0.62150
1.23940,0.95947,0.70044,0.50324,0.68692
1.20730,0.91039,0.66060,0.49495,0.75501
1.16480,0.86424,0.62127,0.50105,0.82033
1.11580,0.82098,0.58390,0.52430,0.87930
1.06370,0.77996,0.55035,0.56538,0.92987
1.01100,0.74012,0.52267,0.62150,0.97100
0.95947,0.70044,0.50324,0.68692,1.00240
0.91039,0.66060,0.49495,0.75501,1.02420
0.86424,0.62127,0.50105,0.82033,1.03740
0.82098,0.58390,0.52430,0.87930,1.04310
0.77996,0.55035,0.56538,0.92987,1.04320
0.74012,0.52267,0.62150,0.97100,1.03960
0.70044,0.50324,0.68692,1.00240,1.03480
0.66060,0.49495,0.75501,1.02420,1.03160
0.62127,0.50105,0.82033,1.03740,1.03300
0.58390,0.52430,0.87930,1.04310,1.04200
0.55035,0.56538,0.92987,1.04320,1.06010
0.52267,0.62150,0.97100,1.03960,1.08700
0.50324,0.68692,1.00240,1.03480,1.11910
0.49495,0.75501,1.02420,1.03160,1.14980
0.50105,0.82033,1.03740,1.03300,1.17150
0.52430,0.87930,1.04310,1.04200,1.17930
0.56538,0.92987,1.04320,1.06010,1.17300
0.62150,0.97100,1.03960,1.08700,1.15560
0.68692,1.00240,1.03480,1.11910,1.13150
0.75501,1.02420,1.03160,1.14980,1.10460
0.82033,1.03740,1.03300,1.17150,1.07810
0.87930,1.04310,1.04200,1.17930,1.05410
0.92987,1.04320,1.06010,1.17300,1.03380
0.97100,1.03960,1.08700,1.15560,1.01720
1.00240,1.03480,1.11910,1.13150,1.00340
1.02420,1.03160,1.14980,1.10460,0.99041
1.03740,1.03300,1.17150,1.07810,0.97521
1.04310,1.04200,1.17930,1.05410,0.95465
1.04320,1.06010,1.17300,1.03380,0.92645
1.03960,1.08700,1.15560,1.01720,0.89049
1.03480,1.11910,1.13150,1.00340,0.84919
1.03160,1.14980,1.10460,0.99041,0.80637
1.03300,1.17150,1.07810,0.97521,0.76582
1.04200,1.17930,1.05410,0.95465,0.73058
1.06010,1.17300,1.03380,0.92645,0.70297
1.08700,1.15560,1.01720,0.89049,0.68457
1.11910,1.13150,1.00340,0.84919,0.67617
1.14980,1.10460,0.99041,0.80637,0.67755
1.17150,1.07810,0.97521,0.76582,0.68754
1.17930,1.05410,0.95465,0.73058,0.70430
1.17300,1.03380,0.92645,0.70297,0.72584
1.15560,1.01720,0.89049,0.68457,0.75062
1.13150,1.00340,0.84919,0.67617,0.77798
1.10460,0.99041,0.80637,0.67755,0.80834
1.07810,0.97521,0.76582,0.68754,0.84297
1.05410,0.95465,0.73058,0.70430,0.88304
1.03380,0.92645,0.70297,0.72584,0.92804
1.01720,0.89049,0.68457,0.75062,0.97497
1.00340,0.84919,0.67617,0.77798,1.01970
0.99041,0.80637,0.67755,0.80834,1.05890
0.97521,0.76582,0.68754,0.84297,1.09140
0.95465,0.73058,0.70430,0.88304,1.11750
0.92645,0.70297,0.72584,0.92804,1.13860
0.89049,0.68457,0.75062,0.97497,1.15640
0.84919,0.67617,0.77798,1.01970,1.17280
0.80637,0.67755,0.80834,1.05890,1.18900
0.76582,0.68754,0.84297,1.09140,1.20600
0.73058,0.70430,0.88304,1.11750,1.22400
0.70297,0.72584,0.92804,1.13860,1.24270
0.68457,0.75062,0.97497,1.15640,1.26140
0.67617,0.77798,1.01970,1.17280,1.27880
0.67755,0.80834,1.05890,1.18900,1.29290
0.68754,0.84297,1.09140,1.20600,1.30040
0.70430,0.88304,1.11750,1.22400,1.29650
0.72584,0.92804,1.13860,1.24270,1.27760
0.75062,0.97497,1.15640,1.26140,1.24360
0.77798,1.01970,1.17280,1.27880,1.19790
0.80834,1.05890,1.18900,1.29290,1.14500
0.84297,1.09140,1.20600,1.30040,1.08870
0.88304,1.11750,1.22400,1.29650,1.03160
0.92804,1.13860,1.24270,1.27760,0.97516
0.97497,1.15640,1.26140,1.24360,0.92005
1.01970,1.17280,1.27880,1.19790,0.86655
1.05890,1.18900,1.29290,1.14500,0.81466
1.09140,1.20600,1.30040,1.08870,0.76439
1.11750,1.22400,1.29650,1.03160,0.71583
1.13860,1.24270,1.27760,0.97516,0.66915
1.15640,1.26140,1.24360,0.92005,0.62464
1.17280,1.27880,1.19790,0.86655,0.58271
1.18900,1.29290,1.14500,0.81466,0.54395
1.20600,1.30040,1.08870,0.76439,0.50931
1.22400,1.29650,1.03160,0.71583,0.48016
1.24270,1.27760,0.97516,0.66915,0.45851
1.26140,1.24360,0.92005,0.62464,0.44705
1.27880,1.19790,0.86655,0.58271,0.44922
1.29290,1.14500,0.81466,0.54395,0.46850
1.30040,1.08870,0.76439,0.50931,0.50693
1.29650,1.03160,0.71583,0.48016,0.56310
1.27760,0.97516,0.66915,0.45851,0.63157
1.24360,0.92005,0.62464,0.44705,0.70461
1.19790,0.86655,0.58271,0.44922,0.77492
1.14500,0.81466,0.54395,0.46850,0.83738
1.08870,0.76439,0.50931,0.50693,0.88929
1.03160,0.71583,0.48016,0.56310,0.92977
0.97516,0.66915,0.45851,0.63157,0.95911
0.92005,0.62464,0.44705,0.70461,0.97824
0.86655,0.58271,0.44922,0.77492,0.98844
0.81466,0.54395,0.46850,0.83738,0.99120
0.76439,0.50931,0.50693,0.88929,0.98820
0.71583,0.48016,0.56310,0.92977,0.98139
0.66915,0.45851,0.63157,0.95911,0.97306
0.62464,0.44705,0.70461,0.97824,0.96593
0.58271,0.44922,0.77492,0.98844,0.96313
0.54395,0.46850,0.83738,0.99120,0.96785
0.50931,0.50693,0.88929,0.98820,0.98258
0.48016,0.56310,0.92977,0.98139,1.00810
0.45851,0.63157,0.95911,0.97306,1.04230
0.44705,0.70461,0.97824,0.96593,1.07990
0.44922,0.77492,0.98844,0.96313,1.11340
0.46850,0.83738,0.99120,0.96785,1.13670
0.50693,0.88929,0.98820,0.98258,1.14790
0.56310,0.92977,0.98139,1.00810,1.14870
0.63157,0.95911,0.97306,1.04230,1.14270
0.70461,0.97824,0.96593,1.07990,1.13350
0.77492,0.98844,0.96313,1.11340,1.12410
0.83738,0.99120,0.96785,1.13670,1.11680
0.88929,0.98820,0.98258,1.14790,1.11260
0.92977,0.98139,1.00810,1.14870,1.11190
0.95911,0.97306,1.04230,1.14270,1.11380
0.97824,0.96593,1.07990,1.13350,1.11650
0.98844,0.96313,1.11340,1.12410,1.11720
0.99120,0.96785,1.13670,1.11680,1.11260
0.98820,0.98258,1.14790,1.11260,1.09880
0.98139,1.00810,1.14870,1.11190,1.07320
0.97306,1.04230,1.14270,1.11380,1.03610
0.96593,1.07990,1.13350,1.11650,0.99148
0.96313,1.11340,1.12410,1.11720,0.94413
0.96785,1.13670,1.11680,1.11260,0.89822
0.98258,1.14790,1.11260,1.09880,0.85646
1.00810,1.14870,1.11190,1.07320,0.82030
1.04230,1.14270,1.11380,1.03610,0.79017
1.07990,1.13350,1.11650,0.99148,0.76566
1.11340,1.12410,1.11720,0.94413,0.74571
1.13670,1.11680,1.11260,0.89822,0.72894
1.14790,1.11260,1.09880,0.85646,0.71400
1.14870,1.11190,1.07320,0.82030,0.69988
1.14270,1.11380,1.03610,0.79017,0.68628
1.13350,1.11650,0.99148,0.76566,0.67374
1.12410,1.11720,0.94413,0.74571,0.66382
1.11680,1.11260,0.89822,0.72894,0.65929
1.11260,1.09880,0.85646,0.71400,0.66405
1.11190,1.07320,0.82030,0.69988,0.68213
1.11380,1.03610,0.79017,0.68628,0.71561
1.11650,0.99148,0.76566,0.67374,0.76249
1.11720,0.94413,0.74571,0.66382,0.81733
1.11260,0.89822,0.72894,0.65929,0.87401
1.09880,0.85646,0.71400,0.66405,0.92803
1.07320,0.82030,0.69988,0.68213,0.97707
1.03610,0.79017,0.68628,0.71561,1.02040
0.99148,0.76566,0.67374,0.76249,1.05800
0.94413,0.74571,0.66382,0.81733,1.09050
0.89822,0.72894,0.65929,0.87401,1.11800
0.85646,0.71400,0.66405,0.92803,1.14120
0.82030,0.69988,0.68213,0.97707,1.16030
0.79017,0.68628,0.71561,1.02040,1.17570
0.76566,0.67374,0.76249,1.05800,1.18810
0.74571,0.66382,0.81733,1.09050,1.19860
0.72894,0.65929,0.87401,1.11800,1.20880
0.71400,0.66405,0.92803,1.14120,1.22080
0.69988,0.68213,0.97707,1.16030,1.23620
0.68628,0.71561,1.02040,1.17570,1.25470
0.67374,0.76249,1.05800,1.18810,1.27260
0.66382,0.81733,1.09050,1.19860,1.28350
0.65929,0.87401,1.11800,1.20880,1.28120
0.66405,0.92803,1.14120,1.22080,1.26300
0.68213,0.97707,1.16030,1.23620,1.23010
0.71561,1.02040,1.17570,1.25470,1.18610
0.76249,1.05800,1.18810,1.27260,1.13470
0.81733,1.09050,1.19860,1.28350,1.07920
0.87401,1.11800,1.20880,1.28120,1.02230
0.92803,1.14120,1.22080,1.26300,0.96571
0.97707,1.16030,1.23620,1.23010,0.91083
1.02040,1.17570,1.25470,1.18610,0.85840
1.05800,1.18810,1.27260,1.13470,0.80876
1.09050,1.19860,1.28350,1.07920,0.76182
1.11800,1.20880,1.28120,1.02230,0.71714
1.14120,1.22080,1.26300,0.96571,0.67410
1.16030,1.23620,1.23010,0.91083,0.63233
1.17570,1.25470,1.18610,0.85840,0.59212
1.18810,1.27260,1.13470,0.80876,0.55437
1.19860,1.28350,1.07920,0.76182,0.52050
1.20880,1.28120,1.02230,0.71714,0.49219
1.22080,1.26300,0.96571,0.67410,0.47156
1.23620,1.23010,0.91083,0.63233,0.46136
1.25470,1.18610,0.85840,0.59212,0.46506
1.27260,1.13470,0.80876,0.55437,0.48615
1.28350,1.07920,0.76182,0.52050,0.52651
1.28120,1.02230,0.71714,0.49219,0.58418
1.26300,0.96571,0.67410,0.47156,0.65303
1.23010,0.91083,0.63233,0.46136,0.72511
1.18610,0.85840,0.59212,0.46506,0.79358
1.13470,0.80876,0.55437,0.48615,0.85409
1.07920,0.76182,0.52050,0.52651,0.90456
1.02230,0.71714,0.49219,0.58418,0.94434
0.96571,0.67410,0.47156,0.65303,0.97361
0.91083,0.63233,0.46136,0.72511,0.99306
0.85840,0.59212,0.46506,0.79358,1.00380
0.80876,0.55437,0.48615,0.85409,1.00720
0.76182,0.52050,0.52651,0.90456,1.00490
0.71714,0.49219,0.58418,0.94434,0.99900
0.67410,0.47156,0.65303,0.97361,0.99170
0.63233,0.46136,0.72511,0.99306,0.98580
0.59212,0.46506,0.79358,1.00380,0.98445
0.55437,0.48615,0.85409,1.00720,0.99081
0.52050,0.52651,0.90456,1.00490,1.00720
0.49219,0.58418,0.94434,0.99900,1.03390
0.47156,0.65303,0.97361,0.99170,1.06820
0.46136,0.72511,0.99306,0.98580,1.10400
0.46506,0.79358,1.00380,0.98445,1.13360
0.48615,0.85409,1.00720,0.99081,1.15170
0.52651,0.90456,1.00490,1.00720,1.15700
0.58418,0.94434,0.99900,1.03390,1.15190
0.65303,0.97361,0.99170,1.06820,1.14010
0.72511,0.99306,0.98580,1.10400,1.12530
0.79358,1.00380,0.98445,1.13360,1.11060
0.85409,1.00720,0.99081,1.15170,1.09820
0.90456,1.00490,1.00720,1.15700,1.08930
0.94434,0.99900,1.03390,1.15190,1.08390
0.97361,0.99170,1.06820,1.14010,1.08130
0.99306,0.98580,1.10400,1.12530,1.07940
1.00380,0.98445,1.13360,1.11060,1.07530
1.00720,0.99081,1.15170,1.09820,1.06540
1.00490,1.00720,1.15700,1.08930,1.04610
0.99900,1.03390,1.15190,1.08390,1.01590
0.99170,1.06820,1.14010,1.08130,0.97616
0.98580,1.10400,1.12530,1.07940,0.93116
0.98445,1.13360,1.11060,1.07530,0.88547
0.99081,1.15170,1.09820,1.06540,0.84276
1.00720,1.15700,1.08930,1.04610,0.80544
1.03390,1.15190,1.08390,1.01590,0.77487
1.06820,1.14010,1.08130,0.97616,0.75145
1.10400,1.12530,1.07940,0.93116,0.73477
1.13360,1.11060,1.07530,0.88547,0.72369
1.15170,1.09820,1.06540,0.84276,0.71668
1.15700,1.08930,1.04610,0.80544,0.71218
1.15190,1.08390,1.01590,0.77487,0.70904
1.14010,1.08130,0.97616,0.75145,0.70685
1.12530,1.07940,0.93116,0.73477,0.70632
1.11060,1.07530,0.88547,0.72369,0.70941
1.09820,1.06540,0.84276,0.71668,0.71938
1.08930,1.04610,0.80544,0.71218,0.74000
1.08390,1.01590,0.77487,0.70904,0.77362
1.08130,0.97616,0.75145,0.70685,0.81894
1.07940,0.93116,0.73477,0.70632,0.87101
1.07530,0.88547,0.72369,0.70941,0.92397
1.06540,0.84276,0.71668,0.71938,0.97354
1.04610,0.80544,0.71218,0.74000,1.01770
1.01590,0.77487,0.70904,0.77362,1.05610
0.97616,0.75145,0.70685,0.81894,1.08930
0.93116,0.73477,0.70632,0.87101,1.11820
0.88547,0.72369,0.70941,0.92397,1.14350
0.84276,0.71668,0.71938,0.97354,1.16580
0.80544,0.71218,0.74000,1.01770,1.18560
0.77487,0.70904,0.77362,1.05610,1.20320
0.75145,0.70685,0.81894,1.08930,1.21910
0.73477,0.70632,0.87101,1.11820,1.23390
0.72369,0.70941,0.92397,1.14350,1.24850
0.71668,0.71938,0.97354,1.16580,1.26390
0.71218,0.74000,1.01770,1.18560,1.28040
0.70904,0.77362,1.05610,1.20320,1.29580
0.70685,0.81894,1.08930,1.21910,1.30500
0.70632,0.87101,1.11820,1.23390,1.30180
0.70941,0.92397,1.14350,1.24850,1.28290
0.71938,0.97354,1.16580,1.26390,1.24920
0.74000,1.01770,1.18560,1.28040,1.20400
0.77362,1.05610,1.20320,1.29580,1.15130
0.81894,1.08930,1.21910,1.30500,1.09420
0.87101,1.11820,1.23390,1.30180,1.03520
0.92397,1.14350,1.24850,1.28290,0.97607
0.97354,1.16580,1.26390,1.24920,0.91797
1.01770,1.18560,1.28040,1.20400,0.86172
1.05610,1.20320,1.29580,1.15130,0.80783
1.08930,1.21910,1.30500,1.09420,0.75653
1.11820,1.23390,1.30180,1.03520,0.70783
1.14350,1.24850,1.28290,0.97607,0.66156
1.16580,1.26390,1.24920,0.91797,0.61758
1.18560,1.28040,1.20400,0.86172,0.57600
1.20320,1.29580,1.15130,0.80783,0.53740
1.21910,1.30500,1.09420,0.75653,0.50281
1.23390,1.30180,1.03520,0.70783,0.47363
1.24850,1.28290,0.97607,0.66156,0.45175
1.26390,1.24920,0.91797,0.61758,0.43972
1.28040,1.20400,0.86172,0.57600,0.44092
1.29580,1.15130,0.80783,0.53740,0.45914
1.30500,1.09420,0.75653,0.50281,0.49708
1.30180,1.03520,0.70783,0.47363,0.55386
1.28290,0.97607,0.66156,0.45175,0.62377
1.24920,0.91797,0.61758,0.43972,0.69821
1.20400,0.86172,0.57600,0.44092,0.76924
1.15130,0.80783,0.53740,0.45914,0.83169
1.09420,0.75653,0.50281,0.49708,0.88314
1.03520,0.70783,0.47363,0.55386,0.92302
0.97607,0.66156,0.45175,0.62377,0.95179
0.91797,0.61758,0.43972,0.69821,0.97040
0.86172,0.57600,0.44092,0.76924,0.98013
0.80783,0.53740,0.45914,0.83169,0.98246
0.75653,0.50281,0.49708,0.88314,0.97906
0.70783,0.47363,0.55386,0.92302,0.97184
0.66156,0.45175,0.62377,0.95179,0.96302
0.61758,0.43972,0.69821,0.97040,0.95527
0.57600,0.44092,0.76924,0.98013,0.95172
0.53740,0.45914,0.83169,0.98246,0.95567
0.50281,0.49708,0.88314,0.97906,0.96985
0.47363,0.55386,0.92302,0.97184,0.99523
0.45175,0.62377,0.95179,0.96302,1.02980
0.43972,0.69821,0.97040,0.95527,1.06830
0.44092,0.76924,0.98013,0.95172,1.10330
0.45914,0.83169,0.98246,0.95567,1.12880
0.49708,0.88314,0.97906,0.96985,1.14260
0.55386,0.92302,0.97184,0.99523,1.14640
0.62377,0.95179,0.96302,1.02980,1.14340
0.69821,0.97040,0.95527,1.06830,1.13720
0.76924,0.98013,0.95172,1.10330,1.13070
0.83169,0.98246,0.95567,1.12880,1.12610
0.88314,0.97906,0.96985,1.14260,1.12450
0.92302,0.97184,0.99523,1.14640,1.12620
0.95179,0.96302,1.02980,1.14340,1.13040
0.97040,0.95527,1.06830,1.13720,1.13540
0.98013,0.95172,1.10330,1.13070,1.13850
0.98246,0.95567,1.12880,1.12610,1.13650
0.97906,0.96985,1.14260,1.12450,1.12530
0.97184,0.99523,1.14640,1.12620,1.10190
0.96302,1.02980,1.14340,1.13040,1.06630
0.95527,1.06830,1.13720,1.13540,1.02200
0.95172,1.10330,1.13070,1.13850,0.97404
0.95567,1.12880,1.12610,1.13650,0.92672
0.96985,1.14260,1.12450,1.12530,0.88288
0.99523,1.14640,1.12620,1.10190,0.84402
1.02980,1.14340,1.13040,1.06630,0.81058
1.06830,1.13720,1.13540,1.02200,0.78217
1.10330,1.13070,1.13850,0.97404,0.75782
1.12880,1.12610,1.13650,0.92672,0.73625
1.14260,1.12450,1.12530,0.88288,0.71623
1.14640,1.12620,1.10190,0.84402,0.69689
1.14340,1.13040,1.06630,0.81058,0.67796
1.13070,1.13850,0.97404,0.75782,0.64422
1.12610,1.13650,0.92672,0.73625,0.63323
1.12450,1.12530,0.88288,0.71623,0.63059
1.12620,1.10190,0.84402,0.69689,0.64055
1.13040,1.06630,0.81058,0.67796,0.66631
1.13540,1.02200,0.78217,0.65995,0.70772
1.13850,0.97404,0.75782,0.64422,0.76059
1.13650,0.92672,0.73625,0.63323,0.81869
1.12530,0.88288,0.71623,0.63059,0.87652
1.10190,0.84402,0.69689,0.64055,0.93055
1.06630,0.81058,0.67796,0.66631,0.97911
1.02200,0.78217,0.65995,0.70772,1.02170
0.97404,0.75782,0.64422,0.76059,1.05830
0.92672,0.73625,0.63323,0.81869,1.08930
0.88288,0.71623,0.63059,0.87652,1.11470
0.84402,0.69689,0.64055,0.93055,1.13510
0.81058,0.67796,0.66631,0.97911,1.15070
0.78217,0.65995,0.70772,1.02170,1.16240
0.75782,0.64422,0.76059,1.05830,1.17100
0.73625,0.63323,0.81869,1.08930,1.17840
0.71623,0.63059,0.87652,1.11470,1.18680
0.69689,0.64055,0.93055,1.13510,1.19850
0.67796,0.66631,0.97911,1.15070,1.21500
0.65995,0.70772,1.02170,1.16240,1.23540
0.64422,0.76059,1.05830,1.17100,1.25510
0.63323,0.81869,1.08930,1.17840,1.26720
0.63059,0.87652,1.11470,1.18680,1.26570
0.64055,0.93055,1.13510,1.19850,1.24830
0.66631,0.97911,1.15070,1.21500,1.21630
0.70772,1.02170,1.16240,1.23540,1.17350
0.76059,1.05830,1.17100,1.25510,1.12370
0.81869,1.08930,1.17840,1.26720,1.07030
0.87652,1.11470,1.18680,1.26570,1.01590
0.93055,1.13510,1.19850,1.24830,0.96240
0.97911,1.15070,1.21500,1.21630,0.91102
1.02170,1.16240,1.23540,1.17350,0.86243
1.05830,1.17100,1.25510,1.12370,0.81674
1.08930,1.17840,1.26720,1.07030,0.77354
1.11470,1.18680,1.26570,1.01590,0.73198
1.13510,1.19850,1.24830,0.96240,0.69118
1.15070,1.21500,1.21630,0.91102,0.65075
1.16240,1.23540,1.17350,0.86243,0.61115
1.17100,1.25510,1.12370,0.81674,0.57364
1.17840,1.26720,1.07030,0.77354,0.53990
1.18680,1.26570,1.01590,0.73198,0.51185
1.19850,1.24830,0.96240,0.69118,0.49177
1.21500,1.21630,0.91102,0.65075,0.48250
1.23540,1.17350,0.86243,0.61115,0.48739
1.25510,1.12370,0.81674,0.57364,0.50955
1.26720,1.07030,0.77354,0.53990,0.55013
1.26570,1.01590,0.73198,0.51185,0.60670
1.24830,0.96240,0.69118,0.49177,0.67336
1.21630,0.91102,0.65075,0.48250,0.74299
1.17350,0.86243,0.61115,0.48739,0.80960
1.12370,0.81674,0.57364,0.50955,0.86929
1.07030,0.77354,0.53990,0.55013,0.91999
1.01590,0.73198,0.51185,0.60670,0.96080
0.96240,0.69118,0.49177,0.67336,0.99155
